MEMID,HV106
470027001,Higher
470027002,Higher
470027003,Secondary
470027004,Secondary
470028001,Primary
470028002,Primary
470028003,Higher
470028004,Higher
471001001,Primary
471001002,Primary
471001003,Primary
471001004,Primary
471002001,Secondary
471002002,Primary
471002003,Higher
471002004,Secondary
471002005,Secondary
471002006,Primary
471002007,Secondary
471003001,Secondary
471003002,Primary
471003003,Secondary
471003004,Secondary
471003005,Secondary
471003006,Primary
471003007,"No education, preschool"
471004001,Secondary
471004002,Primary
471004003,Secondary
471004004,Primary
471004005,Primary
471005001,Secondary
471005002,Secondary
471005003,"No education, preschool"
471006001,Primary
471006002,Primary
471006003,"No education, preschool"
471006004,"No education, preschool"
471007001,Primary
471007002,Primary
471007003,Higher
471007004,Secondary
471007005,Primary
471008001,Primary
471008002,Secondary
471008003,Primary
471008004,"No education, preschool"
471009001,Primary
471009002,Primary
471009003,Secondary
471009004,Primary
471009005,Primary
471010001,Primary
471010002,"No education, preschool"
471010003,Primary
471010004,Primary
471011001,Primary
471011002,Primary
471011003,"No education, preschool"
471011004,Primary
471011005,Primary
471011006,"No education, preschool"
471012001,Primary
471012002,"No education, preschool"
471012003,Secondary
471012004,Primary
471012005,Primary
471013001,Primary
471013002,Primary
471013003,"No education, preschool"
471014001,Higher
471014002,Secondary
471015001,Secondary
471015002,Primary
471015003,Primary
471015004,"No education, preschool"
471016001,Secondary
471016002,Secondary
471016003,"No education, preschool"
471016004,"No education, preschool"
471017001,"No education, preschool"
471017002,Secondary
471017003,Primary
471017004,Primary
471017005,Primary
471018001,Secondary
471018002,Primary
471018003,"No education, preschool"
471019001,Secondary
471019002,Primary
471019003,Primary
471019004,Primary
471020001,Primary
471020002,Secondary
471020003,Primary
471021001,"No education, preschool"
471021002,Primary
471021003,"No education, preschool"
471021004,"No education, preschool"
471021005,Primary
471021006,Primary
471022001,Primary
471022002,"No education, preschool"
471022003,Primary
471022004,"No education, preschool"
471023001,Secondary
471023002,Primary
471023003,Primary
471023004,"No education, preschool"
471024001,Primary
471024002,Primary
471024003,Secondary
471024004,Secondary
471024005,Primary
471025001,Secondary
471025002,Secondary
471025003,Secondary
471025004,Secondary
471025005,Primary
471025006,Primary
471026001,Primary
471026002,"No education, preschool"
471026003,Primary
471026004,"No education, preschool"
471026005,Primary
471027001,"No education, preschool"
471027002,Secondary
471027003,"No education, preschool"
471028001,Primary
471028002,"No education, preschool"
471028003,"No education, preschool"
471028004,Primary
472001001,Secondary
472001002,Primary
472001003,"No education, preschool"
472001004,"No education, preschool"
472002001,Primary
472002002,Primary
472002003,"No education, preschool"
472002004,"No education, preschool"
472003001,Primary
472003002,"No education, preschool"
472003003,Primary
472003004,Primary
472003005,Primary
472003006,"No education, preschool"
472004001,Primary
472004002,Primary
472004003,Primary
472004004,Primary
472004005,"No education, preschool"
472004006,"No education, preschool"
472005001,Primary
472005002,Primary
472005003,Primary
472005004,Primary
472005005,Primary
472006001,Primary
472006002,Primary
472006003,Primary
472006004,Primary
472006005,Primary
472006006,Primary
472006007,Primary
472006008,"No education, preschool"
472007001,"No education, preschool"
472007002,Primary
472007003,Primary
472007004,Primary
472007005,"No education, preschool"
472008001,Primary
472008002,Primary
472008003,Secondary
472008004,Secondary
472008005,Primary
472008006,Primary
472008007,Primary
472009001,Primary
472009002,Secondary
472009003,"No education, preschool"
472010001,Secondary
472010002,Secondary
472010003,"No education, preschool"
472010004,Primary
472011001,"No education, preschool"
472011002,"No education, preschool"
472012001,"No education, preschool"
472012002,"No education, preschool"
472012003,Primary
472012004,"No education, preschool"
472013001,Higher
472013002,Secondary
472013003,"No education, preschool"
472013004,"No education, preschool"
472013005,"No education, preschool"
472014001,"No education, preschool"
472014002,Secondary
472014003,Secondary
472014004,Primary
472015001,"No education, preschool"
472015002,"No education, preschool"
472015003,Secondary
472015004,Primary
472015005,Primary
472016001,"No education, preschool"
472016002,Primary
472017001,Primary
472017002,Primary
472017003,Primary
472017004,Primary
472017005,"No education, preschool"
472018001,"No education, preschool"
472018002,Primary
472018003,Primary
472019001,"No education, preschool"
472019002,Primary
472019003,Secondary
472019004,Primary
472019005,Secondary
472020001,Primary
472020002,Secondary
472021001,Primary
472021002,"No education, preschool"
472021003,Primary
472021004,Primary
472021005,Primary
472021006,Primary
472022001,Primary
472022002,Primary
472022003,Secondary
472022004,Primary
472023001,Primary
472023002,Primary
472024001,Primary
472024002,Secondary
472024003,Primary
472024004,"No education, preschool"
472025001,Primary
472025002,"No education, preschool"
472025003,Primary
472026001,Secondary
472026002,Primary
472026003,Primary
472026004,Primary
472026005,Primary
472026006,"No education, preschool"
472026007,"No education, preschool"
472027001,"No education, preschool"
472027002,Primary
472027003,Primary
472027004,Primary
472027005,"No education, preschool"
472028001,Primary
472028002,"No education, preschool"
472028003,Secondary
472028004,Primary
473001001,Primary
473001002,Primary
473001003,Secondary
473001004,Primary
473002001,Primary
473002002,Primary
473002003,Secondary
473003001,Primary
473003002,Primary
473004001,Primary
473005001,Primary
473005002,"No education, preschool"
473005003,Secondary
473005004,Primary
473005005,Secondary
473005006,"No education, preschool"
473005007,"No education, preschool"
473006001,Primary
473006002,Secondary
473007001,Secondary
473007002,Secondary
473007003,"No education, preschool"
473007004,"No education, preschool"
473007005,Primary
473008001,"No education, preschool"
473008002,Primary
473008003,"No education, preschool"
473009001,Primary
473009002,"No education, preschool"
473009003,Secondary
473009004,Primary
473009005,"No education, preschool"
473009006,Primary
473009007,Primary
473010001,Higher
473010002,Higher
473010003,Primary
473010004,"No education, preschool"
473011001,Secondary
473011002,Primary
473012001,Primary
473012002,Primary
473012003,Primary
473012004,Primary
473013001,Primary
473013002,Secondary
473013003,"No education, preschool"
473013004,"No education, preschool"
473013005,Secondary
473013006,Secondary
473014001,Primary
473014002,Primary
473014003,Primary
473015001,Primary
473015002,Primary
473015003,"No education, preschool"
473015004,Primary
473016001,Primary
473016002,"No education, preschool"
473016003,Secondary
473016004,Primary
473016005,Secondary
473016006,Primary
473016007,Primary
473016008,"No education, preschool"
473016009,Primary
473016010,Primary
473016011,"No education, preschool"
473017001,Primary
473017002,"No education, preschool"
473017003,"No education, preschool"
473018001,Primary
473018002,"No education, preschool"
473018003,Secondary
473018004,Secondary
473018005,Secondary
473018006,Primary
473018007,"No education, preschool"
473019001,"No education, preschool"
473019002,Secondary
473019003,Primary
473019004,"No education, preschool"
473020001,"No education, preschool"
473020002,Primary
473020003,Secondary
473020004,"No education, preschool"
473021001,Primary
473021002,Primary
473021003,Primary
473021004,Secondary
473021005,Primary
473022001,"No education, preschool"
473022002,Primary
473022003,"No education, preschool"
473023001,Secondary
473023002,Primary
473023003,Primary
473023004,Secondary
473023005,Primary
473024001,Primary
473024002,Primary
473024003,Secondary
473024004,Secondary
473024005,Primary
473024006,"No education, preschool"
473025001,Primary
473025002,"No education, preschool"
473025003,Secondary
473025004,"No education, preschool"
473025005,Primary
473025006,Secondary
473025007,Secondary
473025008,Primary
473026001,Secondary
473026002,Primary
473026003,Primary
473026004,Primary
473027001,Primary
473027002,Primary
473027003,Higher
473027004,Secondary
473028001,Secondary
473028002,Primary
473028003,Primary
473028004,"No education, preschool"
473028005,Secondary
473028006,Secondary
473028007,"No education, preschool"
473028008,"No education, preschool"
473028009,Primary
473028010,Secondary
474001001,Secondary
474001002,Secondary
474001003,Secondary
474001004,Higher
474002001,Secondary
474002002,Primary
474002003,Secondary
474002004,Secondary
474002005,Secondary
474002006,Secondary
474002007,Primary
474003001,Secondary
474003002,Secondary
474003003,Higher
474003004,Secondary
474003005,Secondary
474003006,Secondary
474003007,Primary
474004001,Primary
474004002,Secondary
474004003,Primary
474004004,Primary
474004005,"No education, preschool"
474005001,Primary
474005002,Primary
474005003,Higher
474006001,Primary
474006002,"No education, preschool"
474007001,Primary
474007002,Primary
474008001,Secondary
474008002,Primary
474008003,Secondary
474008004,Higher
474008005,Secondary
474009001,Primary
474009002,Primary
474009003,Secondary
474009004,Higher
474009005,Secondary
474009006,Secondary
474009007,Secondary
474010001,Secondary
474010002,Secondary
474010003,Secondary
474010004,Primary
474010005,"No education, preschool"
474011001,Primary
474011002,Secondary
474011003,Primary
474011004,"No education, preschool"
474012001,Primary
474012002,Primary
474012003,Secondary
474012004,Secondary
474012005,"No education, preschool"
474013001,"No education, preschool"
474013002,Secondary
474013003,Primary
474013004,"No education, preschool"
474013005,Primary
474014001,Secondary
474014002,Secondary
474014003,Secondary
474014004,Secondary
474014005,Primary
474014006,Primary
474014007,Secondary
474015001,Primary
474015002,Primary
474015003,Secondary
474015004,Secondary
474015005,Secondary
474015006,"No education, preschool"
474015007,"No education, preschool"
474016001,Primary
474016002,Primary
474016003,Primary
474016004,"No education, preschool"
474017001,Primary
474017002,"No education, preschool"
474017003,Higher
474017004,Secondary
474017005,Primary
474018001,Secondary
474018002,Secondary
474018003,Secondary
474018004,Primary
474018005,Primary
474018006,"No education, preschool"
474019001,Primary
474019002,Secondary
474019003,Primary
474020001,Secondary
474020002,Secondary
474020003,Secondary
474021001,"No education, preschool"
474021002,"No education, preschool"
474021003,"No education, preschool"
474021004,"No education, preschool"
474021005,"No education, preschool"
474022001,Primary
474022002,Primary
474022003,Secondary
474022004,Primary
474022005,Secondary
474022006,Primary
474022007,Primary
474022008,Primary
474022009,Primary
474023001,Secondary
474023002,Primary
474023003,Secondary
474023004,Primary
474023005,Primary
474023006,"No education, preschool"
474024001,Primary
474024002,Secondary
475001001,"No education, preschool"
475001002,Primary
475001003,Secondary
475001004,"No education, preschool"
475001005,"No education, preschool"
